setpoint,gain,reset_rate,deadband,cycle_time,rate,system_mode,control_scheme,pump,solenoid,pressure_measurement,crc_rate,Label
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.505747,17977,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.494253,13623,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.505747,17977,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.517241,16961,0
3.68,117,0.3471,0.46,1,0,0,1,1,1,0.517241,16962,0
3.68,117,0.3471,0.46,1,0,0,1,1,1,0.528736,14146,0
3.68,117,0.3471,0.46,1,0,0,1,1,1,0.54023,13124,0
3.68,117,0.3471,0.46,1,0,0,1,1,1,0.54023,13125,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.505747,17977,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.528736,14146,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.494253,13623,0
3.68,117,0.3471,0.46,1,0,0,1,0,1,0.54023,13125,0
3.68,117,0.3471,0.71,1,0,0,1,0,1,0.505747,17976,0
3.68,117,0.3471,0.71,1,0,0,1,0,1,0.517241,16962,0
3.68,117,0.3471,0.71,1,0,0,1,0,1,0.517241,16962,0
3.68,117,0.3471,0.71,1,0,0,1,0,1,0.517241,16962,0
12.2,117,0.3471,0.71,1,0,0,1,0,1,0.517241,16961,0
12.2,117,0.3471,0.71,1,0,0,1,0,1,0.54023,13124,0
12.2,117,0.3471,0.71,1,0,0,1,0,1,0.54023,13123,0
12.2,117,0.3471,0.71,1,0,0,1,0,1,0.505747,17976,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.54023,13124,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.528736,14147,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.505747,17976,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.54023,13124,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.54023,13124,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.528736,14145,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.528736,14145,0
12.2,117,0.3471,0.71,1,0,0,1,0,0,0.528736,14145,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.54023,13124,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.528736,14147,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.505747,17977,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.482759,17459,0
12.2,117,0.3471,0.75,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.528736,14146,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.528736,14145,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.528736,14147,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.517241,16961,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.505747,17977,0
12.2,117,0.3471,0.43,1,0,0,1,0,0,0.517241,16962,0
12.2,117,0.3471,0.43,1,0,0,1,1,0,0.528736,14145,0
12.2,117,0.3471,0.43,1,0,0,1,1,0,0.54023,13124,0
12.2,117,0.3471,0.43,1,0,0,1,1,0,0.54023,13123,0
12.2,117,0.3471,0.43,1,0,0,1,1,0,0.528736,14146,0
12.2,117,0.3471,0.43,1,0,0,1,1,1,0.54023,13125,0
12.2,117,0.3471,0.43,1,0,0,1,1,1,0.54023,13125,0
12.2,117,0.3471,0.43,1,0,0,1,1,1,0.54023,13123,0
12.2,117,0.3471,0.43,1,0,0,1,1,1,0.528736,14145,0
12.2,117,0.3471,0.43,1,0,0,0,1,1,0.505747,17976,0
12.2,117,0.3471,0.43,1,0,0,0,1,1,0.517241,16963,0
12.2,117,0.3471,0.43,1,0,0,0,1,1,0.505747,17977,0
12.2,117,0.3471,0.43,1,0,0,0,1,1,0.528736,14146,0
12.2,117,0.3471,0.43,1,0,0,0,1,1,0.528736,14147,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.54023,13125,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.528736,14146,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.505747,17976,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.528736,14145,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.528736,14147,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.528736,14145,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0.528736,14146,0
12.2,117,0.3471,0.43,0.93,0,0,0,1,1,0,14147,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12850,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,16705,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,17713,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,16710,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12848,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,17731,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12599,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,16965,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12869,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,14131,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,13360,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12613,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,13362,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,14647,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,17221,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,17971,1
12.2,117,0.3008,0.43,0.93,0,0,0,1,1,0,12868,1
12.2,117,0.2391,0.43,0.93,0,0,0,1,1,0,14404,1
12.2,117,0.2391,0.43,0.93,0,0,0,1,1,0,16691,1
12.2,117,0.2391,0.43,0.93,0,0,0,1,1,0,12870,1
12.2,117,0.2391,0.43,0.93,0,0,0,1,1,0,17221,1
12.2,117,0.2391,0.43,0.78,0,0,0,1,1,0,13872,1
12.2,117,0.2391,0.43,0.78,0,0,0,1,1,0,17218,1
12.2,117,0.2391,0.43,0.78,0,0,0,1,1,0,14145,1
12.2,117,0.2391,0.43,0.78,0,0,0,1,1,0,17459,1
11.4,117,0.2391,0.43,0.78,0,0,0,1,1,0,12355,1
11.4,117,0.2391,0.43,0.78,0,0,0,1,1,0,13635,1
11.4,117,0.2391,0.43,0.78,0,0,0,1,1,0.54023,13124,0
11.4,117,0.2391,0.43,0.78,0,0,0,1,1,0.505747,17976,0
11.4,117,0.2391,0.43,0.78,0,0,1,1,1,0.54023,13124,0
11.4,117,0.2391,0.43,0.78,0,0,1,1,1,0.54023,13125,0
11.4,117,0.2391,0.43,0.78,0,0,1,1,1,0.517241,16962,0
11.4,117,0.2391,0.43,0.78,0,0,1,1,1,0.54023,13125,0
11.4,117,0.2391,0.43,0.56,0,0,1,1,1,0.54023,13124,0
11.4,117,0.2391,0.43,0.56,0,0,1,1,1,0.517241,16962,0
11.4,117,0.2391,0.43,0.56,0,0,1,1,1,0.54023,13124,0
11.4,117,0.2391,0.43,0.56,0,0,1,1,1,0.551724,17989,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.528736,14146,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.528736,14147,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.551724,17990,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.517241,16962,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.551724,17990,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.54023,13123,0
11.4,117,0.2391,0.43,0.56,0,0,0,1,1,0.528736,14146,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.54023,13124,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.528736,14146,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.528736,14145,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.551724,17990,0
11.4,117,0.2391,0.45,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2255,0.45,0.56,0,0,0,1,1,0.551724,17989,0
11.4,117,0.2255,0.45,0.56,0,0,0,1,1,0.54023,13123,0
11.4,117,0.2255,0.45,0.56,0,0,0,1,1,8.07759,12344,2
11.4,117,0.2255,0.45,0.56,0,0,0,1,0,0.126268,13367,2
11.4,117,0.3478,0.45,0.56,0,0,0,1,0,8.07759,12344,2
11.4,117,0.3478,0.45,0.56,0,0,0,1,0,0.128222,13364,2
11.4,117,0.3478,0.45,0.56,0,0,0,1,0,8.08477,14149,2
11.4,117,0.3478,0.45,0.56,0,0,0,1,0,0.130175,13363,2
11.4,117,0.3478,0.45,0.56,0,0,0,0,0,8.08836,16964,2
11.4,117,0.3478,0.45,0.56,0,0,0,0,0,0.132128,13362,2
11.4,117,0.3478,0.45,0.56,0,0,0,0,0,8.08118,13365,2
11.4,117,0.3478,0.45,0.56,0,0,0,0,0,0.134025,12340,2
11.4,117,0.3478,0.39,0.56,0,0,0,0,0,8.07759,12344,2
11.4,117,0.3478,0.39,0.56,0,0,0,0,0,0.136034,13124,2
11.4,117,0.3478,0.39,0.56,0,0,0,0,0,8.07759,12344,2
11.4,117,0.3478,0.39,0.56,0,0,0,0,0,0.137987,13122,2
11.4,117,0.3478,0.39,0.56,0,0,0,0,0,8.08118,13364,2
11.4,117,0.2853,0.39,0.56,0,0,0,0,0,0.139884,17988,2
11.4,117,0.2853,0.39,0.56,0,0,0,0,0,8.08477,14150,2
11.4,117,0.2853,0.39,0.56,0,0,0,0,0,0.141893,13111,2
11.4,117,0.2853,0.39,0.56,0,0,0,0,0,0.551724,17990,0
11.4,117,0.2853,0.39,0.56,0,0,0,0,1,0.54023,13124,0
11.4,117,0.2853,0.39,0.56,0,0,0,0,1,0.528736,14145,0
11.4,117,0.2853,0.39,0.56,0,0,0,0,1,0.528736,14147,0
11.4,117,0.2853,0.39,0.56,0,0,0,0,1,0.528736,14146,0
11.4,117,0.2853,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,117,0.2853,0.39,1.15,0,0,0,0,1,0.517241,16962,0
11.4,117,0.2853,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,117,0.2853,0.39,1.15,0,0,0,0,1,0.528736,14145,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.517241,16962,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.505747,17977,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.551724,17989,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.551724,17989,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.528736,14146,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.54023,13125,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.505747,17976,0
11.4,112,0.2853,0.39,1.15,0,0,0,0,1,0.528736,14146,0
11.4,112,0.2667,0.39,1.15,0,0,0,0,1,0.517241,16961,0
11.4,112,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,112,0.2667,0.39,1.15,0,0,0,0,1,0.528736,14145,0
11.4,112,0.2667,0.39,1.15,0,0,0,0,1,0.551724,17990,0
11.4,119,0.2667,0.39,1.15,0,0,0,0,1,0.528736,14146,0
11.4,119,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13123,0
11.4,119,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,119,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,119,0.2667,0.39,1.15,0,0,0,0,1,0.528736,14145,0
11.4,118,0.2667,0.39,1.15,0,0,0,0,1,0.551724,17989,0
11.4,118,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
11.4,118,0.2667,0.39,1.15,0,0,0,0,1,0.528736,14145,0
11.4,118,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13125,0
13,118,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
13,118,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13124,0
13,118,0.2667,0.39,1.15,0,0,0,0,1,0.517241,16953,0
13,118,0.2667,0.39,1.15,0,0,0,0,1,0.54023,13125,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.54023,13125,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.528736,14146,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.528736,14146,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.517241,16961,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.54023,13124,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.528736,14146,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.54023,13123,0
13,118,0.2667,0.39,1.15,0,0,1,0,1,0.54023,13125,0
13,118,0.2667,0.39,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.2667,0.39,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.2667,0.39,1.15,0,0,1,1,1,0.54023,13124,0
13,118,0.2667,0.39,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.551724,17990,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.54023,13123,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.528736,14146,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.517241,16962,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.54023,13125,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.551724,17988,0
13,118,0.2667,0.25,1.15,0,0,1,1,1,0.517241,16962,0
13,118,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,118,0.216,0.25,1.15,0,0,1,1,1,0.528736,14146,0
13,118,0.216,0.25,1.15,0,0,1,1,1,0.528736,14137,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17990,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.563218,16966,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.54023,13124,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17990,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17990,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.54023,13123,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.528736,14147,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17990,0
13,113,0.216,0.25,1.15,0,0,1,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,0,1,1,0.551724,17988,0
13,113,0.216,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,113,0.216,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,119,0.216,0.25,1.15,0,0,0,1,1,0.551724,17988,0
13,119,0.216,0.25,1.15,0,0,0,1,1,0.54023,13123,0
13,119,0.216,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,119,0.216,0.25,1.15,0,0,0,1,1,0.551724,17990,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13124,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.528736,14146,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13125,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.528736,14145,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17989,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13124,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13124,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17988,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17988,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17990,0
13,119,0.3045,0.25,1.15,0,0,0,1,1,0.517241,16961,0
5.63,119,0.3045,0.25,1.15,0,0,0,1,1,0.528736,14147,0
5.63,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13124,0
5.63,119,0.3045,0.25,1.15,0,0,0,1,1,0.551724,17989,0
5.63,119,0.3045,0.25,1.15,0,0,0,1,1,0.54023,13124,0
5.63,119,0.3045,0.25,0.54,0,0,0,1,1,0.528736,14146,0
5.63,119,0.3045,0.25,0.54,0,0,0,1,1,0.551724,17989,0
5.63,119,0.3045,0.25,0.54,0,0,0,1,1,0.551724,17988,0
5.63,119,0.3045,0.25,0.54,0,0,0,1,1,0.528736,14146,0
5.63,119,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17990,0
5.63,119,0.3045,0.25,1.31,0,0,0,1,1,0.54023,13123,0
5.63,119,0.3045,0.25,1.31,0,0,0,1,1,0.528736,14147,0
5.63,119,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16965,0
5.63,119,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17989,0
4.83,119,0.3045,0.25,1.31,0,0,0,1,1,0.54023,13124,0
4.83,119,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16965,0
4.83,119,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16966,0
4.83,119,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16965,0
4.83,114,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16966,0
4.83,114,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16965,0
4.83,114,0.3045,0.25,1.31,0,0,0,1,1,0.54023,13123,0
4.83,114,0.3045,0.25,1.31,0,0,0,1,1,0.528736,14146,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17988,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.563218,16966,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.574713,14384,0
10.4,114,0.3045,0.25,1.31,0,0,0,1,1,0.574713,14384,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17988,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.574713,14384,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.574713,14384,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17988,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17990,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.574713,14385,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16966,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17988,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.54023,13123,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16964,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16964,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740104,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.563218,16966,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17988,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.563218,16965,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.586207,13362,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.54023,13124,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.563218,16966,0
10.4,114,0.3045,0.740105,1.31,0,0,0,0,1,0.563218,16966,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.54023,13124,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.54023,13125,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.528736,14146,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17990,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.54023,13124,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17990,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.54023,13125,0
10.4,114,0.3045,0.25,1.31,0,0,0,0,1,0.551724,17989,0
